ORD-000002	3091.6	3091.6000000000004
ORD-000003	5910.52	5880.349999999999
ORD-000006	4852.2	4852.200000000001
ORD-000008	2464.74	2464.7400000000002
ORD-000011	10574.56	10574.560000000001
ORD-000012	1621.3	1621.3000000000002
ORD-000013	2902.98	2902.9799999999996
ORD-000014	1541.19	1541.1899999999998
ORD-000015	5135.1	5135.099999999999
ORD-000019	1804.02	1838.67
ORD-000020	5436.7	5416.63
ORD-000022	5301.39	5301.389999999999
ORD-000025	7294.9	7294.900000000001
ORD-000026	3536.57	3536.5699999999997
ORD-000029	7897.27	7897.269999999999
ORD-000034	5502.73	5502.730000000001
ORD-000035	3795.2	3795.2000000000003
ORD-000038	5370.89	5370.889999999999
ORD-000041	5127.15	5127.150000000001
ORD-000042	2518.22	2518.2200000000003
ORD-000046	11544.4	11544.400000000001
ORD-000048	391.09	371.07
ORD-000049	3409.88	3409.8800000000006
ORD-000052	8093.18	8117.360000000001
ORD-000053	5593.74	5631.78
ORD-000068	2118.78	2118.7799999999997
ORD-000070	2131.11	2131.1099999999997
ORD-000071	3876.75	3889.17
ORD-000081	4470.81	4497.9
ORD-000083	4011.63	4037.11
ORD-000084	1764.95	1764.9499999999998
ORD-000085	2620.18	2620.1800000000003
ORD-000086	1972.95	1972.9499999999998
ORD-000087	8819.71	8819.710000000001
ORD-000090	11122.28	11138.71
ORD-000093	3465.24	3465.2400000000002
ORD-000094	12803.81	12848.129999999997
ORD-000098	9207.95	9207.949999999999
ORD-000099	5001.29	5001.290000000001
ORD-000101	6243.03	6276.599999999999
ORD-000107	4793.6	4793.599999999999
ORD-000108	12064.91	12064.910000000002
ORD-000114	6355.45	6355.449999999999
ORD-000117	2653.48	2653.4799999999996
ORD-000118	4247.17	4247.169999999999
ORD-000124	237.19	189
ORD-000128	8272.37	8272.369999999999
ORD-000132	7151.79	7178.94
ORD-000133	2990.2	2990.2000000000003
ORD-000135	8185.17	8185.170000000001
ORD-000137	3075.16	3041.42
ORD-000140	7954.54	7954.539999999999
ORD-000141	9365.96	9352.41
ORD-000144	11360.42	11360.420000000002
ORD-000146	6167.71	6167.710000000001
ORD-000150	2473.45	2473.4500000000003
ORD-000156	3936.26	3936.2599999999998
ORD-000158	3738.57	3739.96
ORD-000159	1644.41	1644.4099999999999
ORD-000163	955.88	907.38
ORD-000167	6398.71	6398.709999999999
ORD-000168	3276.53	3276.5299999999997
ORD-000173	1609.17	1609.1699999999998
ORD-000179	8178.11	8178.110000000001
ORD-000183	5840.7	5840.700000000001
ORD-000186	3474.56	3474.5600000000004
ORD-000188	8889.52	8866.58
ORD-000189	8713.44	8713.439999999999
ORD-000190	6650.86	6650.860000000001
ORD-000191	3832.64	3835.32
ORD-000192	1996.11	1996.1100000000001
ORD-000204	4425.39	4425.389999999999
ORD-000205	7888.67	7909.49
ORD-000206	5781.27	5781.2699999999995
ORD-000207	5759.03	5712.19
ORD-000210	12292.6	12256.4
ORD-000211	8672.35	8672.349999999999
ORD-000218	2518.19	2495.4100000000003
ORD-000222	2840.97	2840.9700000000003
ORD-000224	6205.55	6205.549999999999
ORD-000226	7228.1	7228.099999999999
ORD-000230	7150.86	7150.860000000001
ORD-000232	6510.06	6510.0599999999995
ORD-000233	5659.2	5659.200000000001
ORD-000235	2160.13	2160.1299999999997
ORD-000236	2287.66	2287.6600000000003
ORD-000237	4028.34	4028.3399999999997
ORD-000238	14576.81	14576.809999999998
ORD-000246	4657.04	4657.040000000001
ORD-000249	6603.24	6603.239999999999
ORD-000250	3625.77	3625.7700000000004
ORD-000254	3368.6	3368.6000000000004
ORD-000256	5498.02	5498.0199999999995
ORD-000257	7428.9	7414.799999999999
ORD-000258	5578.87	5578.870000000001
ORD-000259	8150.21	8150.209999999999
ORD-000261	2141.12	2125.09
ORD-000263	3931.16	3931.1600000000003
ORD-000264	7327.96	7327.960000000001
ORD-000265	1495.72	1495.7200000000003
ORD-000267	6671.63	6671.629999999999
ORD-000271	1744.68	1744.6799999999998
ORD-000272	5454.04	5454.039999999999
ORD-000274	6407.4	6407.400000000001
ORD-000275	15413.94	15413.939999999999
ORD-000279	11600.98	11597.750000000002
ORD-000285	9097.94	9137.39
ORD-000286	3874.8	3874.7999999999997
ORD-000290	8365.27	8369.07
ORD-000291	3246.68	3246.6800000000003
ORD-000293	12873.71	12878.989999999998
ORD-000297	890.13	890.1299999999999
ORD-000301	7434.39	7434.389999999999
ORD-000303	4294.36	4294.360000000001
ORD-000306	6771.65	6771.650000000001
ORD-000308	2778.45	2778.4500000000003
ORD-000313	2483.48	2525.16
ORD-000316	3178.06	3146.1400000000003
ORD-000321	7305.46	7287.76
ORD-000323	9558.52	9595.91
ORD-000324	4648.8	4648.799999999999
ORD-000329	3366.16	3366.1600000000003
ORD-000331	13621.55	13621.550000000001
ORD-000333	7835.4	7835.400000000001
ORD-000335	9134.26	9134.259999999998
ORD-000340	7377.12	7377.120000000001
ORD-000346	7095.28	7095.280000000001
ORD-000350	4057.11	4057.1100000000006
ORD-000351	5450.05	5454.530000000001
ORD-000352	11252.89	11237.52
ORD-000357	15468.45	15468.449999999999
ORD-000366	4903.42	4859.889999999999
ORD-000370	3600.63	3600.6299999999997
ORD-000371	770.43	770.4300000000001
ORD-000374	3493.45	3493.4500000000003
ORD-000378	6480.72	6480.719999999999
ORD-000379	3234.14	3234.1400000000003
ORD-000380	9815.4	9815.400000000001
ORD-000382	3365.45	3365.4500000000003
ORD-000384	7622.63	7622.629999999999
ORD-000389	7234.32	7234.320000000001
ORD-000391	5824.06	5824.0599999999995
ORD-000401	3735.07	3735.0699999999997
ORD-000406	2752.29	2752.2900000000004
ORD-000415	632.94	632.9399999999999
ORD-000421	782.32	782.3199999999999
ORD-000423	7512.1	7499.300000000001
ORD-000427	804.99	781.56
ORD-000428	3674.03	3723.0099999999998
ORD-000432	3304.57	3286.88
ORD-000434	6525.86	6508.32
ORD-000436	3796.85	3796.8500000000004
ORD-000437	2134.35	2134.3500000000004
ORD-000440	13393.62	13393.619999999999
ORD-000441	6819.78	6819.780000000001
ORD-000442	8809.66	8781.11
ORD-000444	12044.38	12044.380000000001
ORD-000445	3365.29	3365.2899999999995
ORD-000446	3810.1	3810.0999999999995
ORD-000450	3139.61	3139.6099999999997
ORD-000452	12455.05	12455.050000000001
ORD-000454	4562.14	4562.139999999999
ORD-000455	5776.4	5776.400000000001
ORD-000456	661.42	666
ORD-000462	12547.21	12547.210000000001
ORD-000464	549.98	511.16
ORD-000466	930.66	930.6600000000001
ORD-000468	11492.76	11492.759999999998
ORD-000469	6638.2	6624.81
ORD-000476	7701.32	7701.320000000001
ORD-000477	7391.64	7391.639999999999
ORD-000480	4263.33	4215.79
ORD-000482	13418.44	13369.54
ORD-000483	12127.63	12127.630000000001
ORD-000484	8142.37	8121.72
ORD-000489	699.06	699.0600000000001
ORD-000490	2463.15	2509.6499999999996
ORD-000497	9192.39	9192.390000000001
ORD-000499	4613.63	4613.629999999999
